timestamp,tx_id,step,duration_sec
2025-07-01T12:03:47.011423,tx_sc1,B1_SC_gửi_tx,7.850716
2025-07-01T12:03:51.107027,tx_sc1,B2_SC_get_proof,4.094875
2025-07-01T12:03:56.505672,tx_sc1,B3_RC_relay_tx,5.398454
2025-07-01T12:04:00.594788,tx_all,B4_RC_dong_block,4.087800
2025-07-01T12:04:04.669173,5e8fe25b89d416597db022b0189f6431013ae718ee1079684f57119093ea1ce5,B5_RC_get_proof,4.072800
2025-07-01T12:04:06.712822,5e8fe25b89d416597db022b0189f6431013ae718ee1079684f57119093ea1ce5,B6_DC_receive_ctx,2.043819
2025-07-01T12:04:12.651973,tx_all,B7_DC_dong_block,5.937496
